userName,score,at,content
Erwin Undu,5,2023-01-19 18:24:04,Good
Hartatik Hartatik,5,2023-01-19 18:19:55,Good
Widodo Kemput,3,2023-01-19 18:16:51,Kurang bagus
Deni Endarko,5,2023-01-19 18:15:42,Bagus
sri delvianty hinelo,5,2023-01-19 18:11:23,Kalu bisa gojek lebih memperhatikan lagi mobil mobil drivernya
Rose Exo,1,2023-01-19 18:11:05,Top up gopay dana ga masuk masuk
Randy Ari,5,2023-01-19 18:10:50,Good idea
Eko Budianto Nugroho (Ekoiglesias),2,2023-01-19 18:08:55,"Sangat Kecewa dengan Fitur TARIK TUNAI.... mau ambil skrg malah suruh nunggu 2hari, duitnya diputerin dulu buat maen judi x ya.."
Rio ARPK,5,2023-01-19 18:02:40,👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍
esin sumarna,5,2023-01-19 17:56:35,Ok
rama hantu laut,5,2023-01-19 17:49:08,Nyaman
Ardi Sunarto,4,2023-01-19 17:46:27,Puas
siti jenab,5,2023-01-19 17:44:33,Sangat membantu perjalanan kami..
prisma aditya,3,2023-01-19 17:39:09,Sudah lunasin gopay cicil tapi tidak bisa di pakai meskipun di mitra
Jassen valentino,4,2023-01-19 17:38:10,Driver tidak hati hati
Farraszio Muflih,5,2023-01-19 17:36:50,Najs
Evi Evo,2,2023-01-19 17:35:17,No wa fff jyvnn. Namoramberrrtttfdrrrt55tt fff
bike grab,3,2023-01-19 17:32:22,"penanganan untuk masalah driver sangat lama banget, untuk kendala akun car yang dulu ikut vendor untuk resign sangat bertele tele, sampai saya resign pun saldo masih di potong, pengajuan resign sangat lama. PENTING! vendor bisa memakai akun kita se enaknya saja, padahal kita tidak pernah online tiba-tiba akun ke PM..😭 sangat menyedihkan."
Pengguna Google,5,2023-01-19 17:29:24,Keren
Suryadi Eff,3,2023-01-19 17:28:05,"Kalo dari fitur dan penggunaan aplikaisnya gak ada masalah.Cuman fitur gopaylater kox diblokir.Alasannya karena gak digunain.Baru kali ini ketemu hal semacam ini.Tpi tak apa,masih ada Akulaku,Kredivo,Spinjam yang gk pernah maksain orang buat pake paylaternya.👎👎"
Budi Budi,1,2023-01-19 17:24:18,Makin hari makin parah oderan ..tolong d maksimalkan..aplikasi driver gojeknya ...biar para drivernya ada masukan dn keluarga bisa pada makan...
Diahtri Henny,5,2023-01-19 17:17:31,Drivernya ramah
Kartobi Debeng,5,2023-01-19 17:11:21,ok.sangat membantu
Nafiah Hana,5,2023-01-19 17:09:55,baik
Tamran Adiwerna,1,2023-01-19 17:07:16,Knpa lokasi melenceng jauh
May_Niara Sitorus,5,2023-01-19 16:57:21,Sangat membantu
Nurhasanah Nur,4,2023-01-19 16:57:16,Sangat membantu saat g bisa keluar untuk beli makan
nasrul ahmad,5,2023-01-19 16:56:24,The best
NkL TSLA,1,2023-01-19 16:50:02,Woi error' ini
Boot Gy,5,2023-01-19 16:47:09,Nice
Tugiyo Gio,5,2023-01-19 16:45:35,Ok bagus
Ani Sapitri,1,2023-01-19 16:41:35,Minta verifikasi KTP lagi. Padahal pas daftar udah verifikasi. Skrg saldo malah nyangkut. Ga bisa di transfer
Rizal Atreides,1,2023-01-19 16:40:41,Eror trus...tidak bisa menggunakan fitur telpon
eko syamsuddin,5,2023-01-19 16:37:11,Jempol
Devi Yani,4,2023-01-19 16:26:33,Uz ada n Xinjiang iv6
Andara Sue,1,2023-01-19 16:09:13,"Semakin prah ni aplikator,,tuk ongkir yg d knakn ke customer gde bnget,,tpi yg dksih brsih k driver ny kecil potongn nya besar ,,ksian drivernya,,pa lgi klo dpt order food ,,driverny double order,,ongkir yg k duany cmn dpt 2000 perak,,,pdahl yg dkenakn k custumer ny gk sgitu,,ksian mereka,,pdhl yg dbutuhkn mereka saat ini bkn lh poin ,,,tpi penghasilan yg wajar,,karena biaya hidup skrng berat"
Sabila Putri,5,2023-01-19 16:07:53,Bagus dan bisa pesan gocar Dan gojek juga sangat bgsssss
Erni Purnamawati,5,2023-01-19 16:06:50,Langganan gojek
Priya,1,2023-01-19 16:06:47,👎👎👎👎👎👎👎👎👎👎👎👎👎
veronica delvina,5,2023-01-19 15:58:50,Semoga terdepan menjadi baik
Lepok Channel,5,2023-01-19 15:53:53,Joss sangat terbantu
Syahr Udin,1,2023-01-19 15:48:38,Biar bintang yg bicara
Helmi Saputra,5,2023-01-19 15:48:10,Ok
Indra Prasta,5,2023-01-19 15:39:23,", 0 WA gigilpo lu"
yassa kobali,5,2023-01-19 15:31:22,Tepat waktu
Linda Aulina,5,2023-01-19 15:28:45,sangat membantu
Nada Nuraini,5,2023-01-19 15:28:04,Bgus
Iswan GT,5,2023-01-19 15:22:26,Saya sangat senang anak sy diantar dgn slmt smpai tujuan nya brsm driver...amin
Aryanto Aryanto,5,2023-01-19 15:18:29,Lumayan bagus
nur wahyu,1,2023-01-19 14:55:36,Sekarang mahal ga kaya dulu
gerrard imanuel,5,2023-01-19 14:52:12,Oke
De Herna,5,2023-01-19 14:50:03,Top
syamsudin Mr,5,2023-01-19 14:36:59,Mantab
Nanang Saryanto,5,2023-01-19 14:32:07,Sangat membantu dalam segala kondisi.
JENY,1,2023-01-19 14:31:43,"On 12 jam tapi cuma dpt 1 orderan. Sistemnya bobrok, dungu. Hayo buat yg masih pake gojek mending uninstal aja aplikasinya karena merugikan kedua belah pihak. Termasuk konsumen Sama driver. Masih banyak transportasi online yg lain bisa kita pakai."
ThankDik,5,2023-01-19 14:28:15,bermanfaat saat di perlukan
Dede Selma,5,2023-01-19 14:24:49,Trimakasih untuk penggunaanya juga gambang.playanan cs nya juga ramah dan baik
HI cakra,1,2023-01-19 14:18:55,"sering ngebug dan sering drivernya gak gerak juga, mohon diperbaiki"
Dwi Purbosa,1,2023-01-19 14:17:13,buruk
tia rojak,5,2023-01-19 14:15:55,mohon maaf saya salah beri rating tadi pas udah order karena hp saya error
Erlan Hadiyansyah,5,2023-01-19 14:10:58,nice
Bang Bayang,5,2023-01-19 14:09:01,"Tetap jadi pilihan utama diantara aplikasi lainnya. Saran saya coba tarifnya lebih kompetitif lagi, Turunkan lah potongan komisinya dari driver, saya yakin GO-JEK bisa semakin terdepan. Komisi turun memang, tapi yakin orderan makin banyak. Mohon dipertimbangkan. Maju terus gojek dan drivernya juga makin sejahtera"
Tara Mandiricha,1,2023-01-19 14:05:47,"aplikasi Gobiz seenaknya sendiri menghentikan aplikasi outlet di gofood tanpa ada alasan yang jelas. mereka berdalih ada transaksi mencurigakan, padahal mereka sendiri yang membuat voucher di outlet kami sehingga ada transaksi terus menerus dari 1 pelanggan. BURUK"
Untung Selalu,5,2023-01-19 14:03:12,Pokoknya mantap
edi setyo,5,2023-01-19 14:00:25,SISTEM JUGA BUATAN MANUSIA
ERIC ALFIANO PRATAMA,5,2023-01-19 13:58:37,"Min adain fitur kembalian lewat gopay dong kalo drivernya gapunya duit kembalian, dan minta tolong min kenapa ya setiap driver yg saya naikin selalu bilang enggak ada kembaliannya padahal belum ngecek kantong atau dompetnya🙂🙏"
Rusdi Ar,3,2023-01-19 13:58:04,Saya pakai jika terpaksa
Abdul Hadi,5,2023-01-19 13:57:23,Mantap
Suwarji Aji,5,2023-01-19 13:53:03,"Aplikasi Bagus karya anak bangsa, programmernya berpealaman,apa lagi drever nya,sopan rapi,menguasai rute, pokok nya pasti ada jalan, semua jadi muda karena aplikasinya bagus saya kasih bintang jenderal"
Ari Budiman,5,2023-01-19 13:31:09,Mohon map gojek driver terdekat lebih terupdate
Abeh Gordon,5,2023-01-19 13:30:45,Service memuaskan
Fredy Kusumaa,1,2023-01-19 13:27:36,Gopay pelayanan buruk
Tania Hafsari,5,2023-01-19 13:26:58,Toplah pokoknyaa
Ijon Zunaidi,5,2023-01-19 13:25:22,Bagus
Abu Khoir,5,2023-01-19 13:16:58,Bguss
Deni yoga Kusuma,5,2023-01-19 13:14:35,"Mudah di gunakan, dan map nya lengkap"
Uri sapuri,1,2023-01-19 13:06:38,Sangat tidak ideal masa jarak masih perkotan ngga bisa pake motor
Abdul Hamid Azzam Orthopedic,5,2023-01-19 13:03:40,Mantab
Supardi Sarnata (Supardi),5,2023-01-19 12:59:31,Pertahankan
Nyong Tangerang02,5,2023-01-19 12:51:43,Jelaa
02 JeZzNa,4,2023-01-19 12:50:39,Okoc
Dwi heru Sudarmanto,5,2023-01-19 12:49:50,Mantap
beat sigra,5,2023-01-19 12:48:16,ok juga
sisik aquatic chanel,5,2023-01-19 12:39:58,Ok
muhammad iqbal,1,2023-01-19 12:39:19,"Orderan nya kebanyakan di kasih ke driver yg ber komunitas, giliran yg per orangan susah mendapatkan order"
Mbah Surip,5,2023-01-19 12:36:08,Jossss
Iin Cateering,5,2023-01-19 12:35:24,Pokoe sip
Org Kepo,1,2023-01-19 12:22:57,"Tolong di tambahkan fitur tambah gambar di ulasan makanan GoFood nya, resto nya pada gk jujur harga padahal lebih mahal dari harga aslinya tetapi porsinya lebih dikit dari harga aslinya."
eka can,5,2023-01-19 12:18:11,Ok
Jogo Roso,5,2023-01-19 12:13:41,Bagus sangat membantu
mardi elektrik,5,2023-01-19 12:09:04,mantuulll
Mutiara Abadi,5,2023-01-19 12:08:01,Alhamdulillah selama ini tidak pernah mengalami kejadian atau peristiwa yang tidak mengenakkan
Bambang Rasulin,5,2023-01-19 12:02:10,Terimakasih sudah membantu
Ari Purwanto,5,2023-01-19 11:52:09,Ok
Abaz Sirojudin,5,2023-01-19 11:36:16,Ok
#cctv bali sudirman,1,2023-01-19 11:33:31,Saya pesan gobox terlalu jauh mobilnya jadi untuk cepet an jadi lama angkut barangnya drivernya kurang banyak dan telat waktu pengiriman🤦
wiwi wiwi,5,2023-01-19 11:33:26,Ok
Sinta Christie Faiwari,2,2023-01-19 11:33:21,"Buka gojek cuma krn terpaksa pake banget. Sudahlah makanannya ada pajak (lebih mahal dr harga asli di warung), promo ongkir dll seperti ga guna, ngantar jarak dekat pun bisa sampe belasan ribu. krn biaya lainnya makin tinggi. 4000 loh, lumayan banget. Beli makan dikit, bayar jasa banyak."
David Putra,1,2023-01-19 11:32:29,"Aku pesan obat dari jam 9 malam smpai siang besok masih belum di antr,mau di cancel gak bisa.klau orang sekarat udh mati duluan"
Nurul Jadid,5,2023-01-19 11:20:58,Enk dan cepet banghet
Ujang Nurjaman,5,2023-01-19 11:10:56,Ok
zainuardi,5,2023-01-19 11:10:52,Klw dekat..jgn terlalu mahal yaa
katjunk m syah,1,2023-01-19 11:08:27,"Udahmah anyep,di tambah aplikasinya suka keluar dan mati sendiri"
Nita Kimi,3,2023-01-19 11:04:30,Dear gojek kenapa pk promo hemat tapi dapat driver jauh sekali kasihan driver ny customer jg menunggu lama
Yevite Anggraini,5,2023-01-19 11:02:05,Tepat waktu dn aman
Ican Sudjono,5,2023-01-19 10:45:57,Oke puas
Sniper Senja 258,1,2023-01-19 10:43:56,Untuk ngedit tujuan saja biayanya 30.000 sangat mahal
Agus Salim,5,2023-01-19 10:33:39,Ok
lilis inawati,5,2023-01-19 10:33:38,aplikasi pertama kali buka agak lama tlg diperbaiki yg lain ok
Deni Rionda,5,2023-01-19 10:28:33,Chat cs gojek masalah gofood tidak ada respon sama sekali
Minawati Dewi,2,2023-01-19 09:56:58,Tidak bisa di download
sapto heru,5,2023-01-19 09:55:04,Exelent
Randy Julian,5,2023-01-19 09:37:25,Sangat the best
Reza Bwz,1,2023-01-19 09:37:07,Biaya aplikasi semakin tambah banyak.bisa g di kurangi..kadang baca ada biaya sewa aplikasi segala.kaya kontrakan rumah. Biaya aplikasi tinggi sering eror....
Mahar Dika,5,2023-01-19 09:30:39,Sangat membantu perjalanan..nyaman dan aman
Mixmaker,2,2023-01-19 09:11:08,"Baru donlot Grab + Gojek , ___ murah grab _ gojek langsung uninstal"
Bangun Swidosutarko,5,2023-01-19 09:06:46,Puaasss....
Dhe'cie Ferlianaa,2,2023-01-19 09:06:45,Kenapa di GOMART ngga ada Alfamart?
zuli ani,5,2023-01-19 09:05:18,Aplikasi terbaik pokok nya buat saya
Reyhan Fajarmaulana,5,2023-01-19 09:01:28,Mantap
joko harjono,5,2023-01-19 08:55:49,Cepat dan sopan
Idk Channel Sutanto,5,2023-01-19 08:49:00,Sangat Membantu
Marcelo Nicolas,5,2023-01-19 08:34:35,Lengkap dan keren
Budi Setiawan,1,2023-01-19 08:31:16,"Aplikasi semakin mahal dan banyak potongan ny, bagus k aplikasi sebelah lebih murah"
Andi Asmardi,5,2023-01-19 08:24:50,Gofood dan GO-RID nya sangat membantu dan oke banget
Siti Aminah,5,2023-01-19 08:09:14,Selama ini nyaman dan baik
Andi Lesmana,5,2023-01-19 08:05:03,sangat sangat membantu
Pendikang Kang,5,2023-01-19 08:02:19,Good
arif mulyatno,5,2023-01-19 08:01:05,Ok
Riski Seputro,5,2023-01-19 07:53:45,Kadang harganya masuk akal kadang kagak hadehhh
Yohanes Arif,5,2023-01-19 07:39:03,Baik
Suhar Daily,2,2023-01-19 07:38:41,"Tolong dikasih pilihan ganti driver jika driver bermasalah, tentu saja atas persetujuan driver. Baru mau brgkat jalan 5 menit. Ban bocor, sy telat gara2 harus nungguin driver nyari tambal ban. Dibuat lebih flexible lah aplikasinya."
Dessy putri kusumaningtyas,3,2023-01-19 07:30:11,Katanya bisa isi toup gojek ke indomaret kok gak bisa
Dika Ramadan,5,2023-01-19 07:21:29,Compact and flexieble
bima rangga,5,2023-01-19 07:20:17,Lbih mudah
Paradita Bayu,1,2023-01-19 07:16:31,Voucher.nya kok kaya dipilih2 gt ya? Beda sama sebelah...hahaha
Farees LR,5,2023-01-19 07:10:32,"Selama sy memakai gojek alhamdulillah tdk ada kendala berarti, drivernya ramah2 dan ontime. Semoga pelayanannya tetap dipertahankan. Kalau bisa kdepannya ada diskon khusus utk anak sekolah."
Sutinah,1,2023-01-19 07:10:25,Bgus
Atik Purnawarman,5,2023-01-19 07:03:59,Aplikasi yang lengkap....👍🏻👍🏻
elzapta channel,1,2023-01-19 06:59:27,"Libur seminggu aja langsung akun gagu berminggu""!!! Asu ini gojek, sistem gak jelas"
Tutik Yem,5,2023-01-19 06:59:25,sangat membantu 😇
Tisnowati Iis,5,2023-01-19 06:56:29,Mantab
Frengky Kido,5,2023-01-19 06:46:04,Terimakasih
Bang Zakir Aceh,5,2023-01-19 06:43:09,Driver ramah dan menyenangkan
Luthfi AlAhsani,5,2023-01-19 06:34:03,Bagus aplikasinya
Agus Suryadi Suryadi,5,2023-01-19 06:31:18,Driver butuh orderan.bukan nitip terus.dan kenapa order fiktip( penipu) tidak bisa di protek ya.
Kar Izi,5,2023-01-19 06:24:16,mantap
Yang Djayoung,3,2023-01-19 06:23:42,Gojek map nya g jalan-jalan...
Luky Lasmana,1,2023-01-19 05:56:47,pemulihan akun aja 30jam gaje
Csunking Rja11,5,2023-01-19 05:28:05,Oke..
wandi ojol,5,2023-01-19 03:27:42,Goood
Elvin Malvina,5,2023-01-19 03:12:42,sudah bersedia antar order obat
Ragil Pes,1,2023-01-19 02:58:38,"Scan qris ke toko dana, ko dari gopay berhasil tapk ke toko tdk masuk, hadeuh buat masalah aja sama tetangga"
BG ADI,1,2023-01-19 02:36:16,"Kenapa gojek makin parah, mau login aja susah buangettttt, parahhhhh"
Faiqotul Himmah,5,2023-01-19 02:22:18,Tolong pihak gojek orderanya di bagai rata seprti halnya awal muLaa pt.gojek indonesia berdiri. Trmksi tetap *****5
Crazy Gaming,1,2023-01-19 02:02:55,"Permintaan gopay laterku di tolak, padahal kredivo, shopay pay later telkomsel paylater,akulaku di terima, mengecewakan, dan aku berhenti menggunakan gopay sebagai e wallet, beralih ke dana"
Hafizah Lubna,5,2023-01-19 01:53:00,Bagus
Imam Taupik fajri,5,2023-01-19 01:50:11,Gass pooooll
RsyZro_,1,2023-01-19 01:27:28,"Parah parah parah, isi pulsa/data enggak masuk sama sekali, tapi saldo malah kepotong"
andry aresz,5,2023-01-19 00:56:48,Tolong diadain lagi GO MASSAGE pak. Soalnya saya suka pijat.
zz 0909,5,2023-01-19 00:25:22,Oke
Marly_07 Ipang,5,2023-01-19 00:24:34,mantap
zulmai Hendri,5,2023-01-19 00:21:25,Good
Yogi Saputra,4,2023-01-19 00:12:12,Mantap
Retno Indriani,1,2023-01-19 00:12:01,Terlalu mahal tdk cocok untuk saya yg miskin
Yohan freddy Harahap,5,2023-01-18 23:59:21,Ok
darmawati puteri,5,2023-01-18 23:59:03,sering2 aja ada promonya baik go food maupun gojek dan go carnya
KuPret TV,5,2023-01-18 23:49:17,Saya sangat menghargai dan apresiasi terhadap penumpang yg mau pakai helm. Mengingat sekarang sudah terpasang tilang elektronik atau e-tle dimana-mana.
Siti Faturohmah,5,2023-01-18 23:22:29,Bagus
Budi Purwanto,5,2023-01-18 23:17:59,Sangat cocok
panji widiatmoko,4,2023-01-18 22:35:44,Oke banyakin promonya
rider Top,5,2023-01-18 22:33:11,Bagus
Eko Hs,5,2023-01-18 22:24:18,Ok
Budi Santoso,5,2023-01-18 22:23:42,Alhamdulillaaah
Nur Aeni,1,2023-01-18 22:20:19,Driver nya g ada yyang bener. Kl gk motor nya tua ya driver nya yang tua.
Lana Afrah,5,2023-01-18 22:12:08,Mantap Poko nya
Maginta Kyy,1,2023-01-18 22:07:58,Isi saldo nyangkut complain ga ada respon
Kang Acew,5,2023-01-18 22:00:54,Tiak muncul di maps
Leme tv L tv,5,2023-01-18 21:46:47,Aplikasi yg sangat mempermudah.. Bisa langsung kirim pesanan anak saya diasrama walau tidak berada dikota yang sama
Bayu Rohani,1,2023-01-18 21:39:21,dijln.citamiang.33rhmibubayu
panji anom,1,2023-01-18 21:38:53,Go Food nya Ribet. Kebanyakan birokrasi. Paling ribet dibandingkan Aplikasi lain.
Mastura Tura,3,2023-01-18 21:34:12,H by
Nzl Afdar,1,2023-01-18 21:26:14,No respon saat dikirim email
Darul Suje,5,2023-01-18 21:25:31,Ok banget
Dewi Suciati,1,2023-01-18 21:17:55,Aplikasinya lemot..... Susah masuk
Edwin Setiadi,5,2023-01-18 21:13:02,ko cs saya ga bisa kirim plz sih
Budi Yani,5,2023-01-18 21:09:26,Ok
Sultan Sucks,1,2023-01-18 21:01:04,"Pesen gocar dapetnya transmover, mending di ambil.... Udah nunggu lama di cancel, kalo ga di cancel di suruh bayar tunai ga mau gopay. Ga rekomen, mending pindah ke sebelah, masih banyak aplikasi lain nya kok"
Abie Nyoh (Scoot),5,2023-01-18 20:46:41,Ok
Medio Martin,5,2023-01-18 20:41:42,Sangat membantu dalam transportasi
zatan Hamuthiari,3,2023-01-18 20:39:13,Saya turunkan 2 bintang karena bug ketika Nerima tlp dr driver suara jd hilang hp saya gk bsa nyetel musik dan main game sebelum di restart tolong agar diperbaiki bug nya terima kasih
ayu'x Megiyanti,5,2023-01-18 20:35:35,mantappp
Aji Saefulloh Romdhon,5,2023-01-18 20:32:02,"Thank u, goodjob Gojek 👍"
Joko Purwanto,5,2023-01-18 20:22:39,"Koq gak bisa nyambung dengan LinkAja kenapa ya?, Perintah Lanjutkan koq tidak nampak di layar?"
CA reydy,1,2023-01-18 20:19:18,biaya layanan gofood makin naik
aris sutopo,5,2023-01-18 20:11:36,Tepat waktu
Riki Sugiarto,5,2023-01-18 20:06:25,"Sangat membantu saya soal ekonomi,, sukses selalu ya gojek,, banyakin orderannya ya buat saya..."
Deden MIZ,5,2023-01-18 20:06:03,Mantap
iwan fadril,5,2023-01-18 19:59:04,Good job !!!
Badruz Zaman,5,2023-01-18 19:59:00,mantap
putri setiawan,5,2023-01-18 19:54:20,Sangat puas
Aris Foker,3,2023-01-18 19:51:02,Mantap
Faisal Amir,5,2023-01-18 19:48:56,Ok
Ade Stm official,1,2023-01-18 19:48:48,Hanya zonk... aplikasi aneh..??????
FIAN 3D (FIAN_3D),4,2023-01-18 19:47:28,Ok
Triono Alam,1,2023-01-18 19:46:17,iTe nya goblok........apk berat kaya besi baja banyak ngebug
Wardoyo73 Suyud,5,2023-01-18 19:41:59,Mantap
REAL SLOT REBORN,1,2023-01-18 19:40:42,Gojek nggak adil semakin gak jelas Seharian cuman di kasih 1 order
Lilis Nur'aini,5,2023-01-18 19:35:17,Layanan nya bagus
Imagination Random,1,2023-01-18 19:29:00,"Layanann Customer Service nya payah,dan penyelesain masalahnya tidak jelas"
Eka Rudin,5,2023-01-18 19:28:37,semagat.......
Noorbainah AM.Keb,5,2023-01-18 19:28:31,Mantap
rizki triadi,5,2023-01-18 19:17:59,Mantap
Syahrial Rial,5,2023-01-18 19:17:42,Sangat membantu
Mairani Mairani,5,2023-01-18 19:17:26,Solusi lo ketika mager 👍
Reza Tampubolon,5,2023-01-18 19:12:19,Meringankan perjalanan transpot tidak terganggu saat beraktifitas saat mau kerja atau kesibukan lain
nugraha jati,5,2023-01-18 19:12:02,Terima kasih
juki pulkadhot,4,2023-01-18 19:06:51,Cepat
Muchammad 45,5,2023-01-18 19:04:18,Oke
Eka Septiana,5,2023-01-18 19:03:26,Pesan cepat dianter
Just Ulaa,5,2023-01-18 19:02:23,Good
Ermanto Jooos,1,2023-01-18 18:59:25,"app ribet, cs nya gak seperti cs ewalet yang lain memberi kan kemudahan dan penyelesaian yang baik bagi pengguna. Mungkin gak data profil hilang, upgrade gopay plus bisa gagal padahal udah berbulan2, kan gak masuk akal. Ini akibatnya klo sudah terkenal besar, oknum pegawai nya bikin ribet. PECAT GANTI BARU SEMUA, GAK BERES. Kerjanya cm minta gaji tapi gak mau kerja."
Azam Rafasya,1,2023-01-18 18:57:30,"Dah sekian tahun jd orang setia pake gojek,,,ga pernah bisa pake paylater/cicil...eh giliran yg baru pake 1 minggu malah bisa...kan kocak"
Romy Alvianto,5,2023-01-18 18:53:06,Mntap
bernardus ardito,1,2023-01-18 18:48:30,"Sistem error2 mulu Apk punya driver juga Ga jelas sistemnya...bisa kerja ngga??kalian mikir ngga banyak orang bergantung pd gojek,tp kalian g ngerasa malah nyiksa perlahan...manusia apa binatang kalian tu??seharian drivernya cuman dpt orderan 1 doang....viralin aja biar semua tau gojek lama2 bobrok!"
Iyan Supriyatna,1,2023-01-18 18:47:50,"Gojek makin lama makin tolol aja padahal g pernah telat dlm pembayaran gopay later sm go cicil tp tiba"" Go cicil g bs di gunain tolol nya jd"
Rrm Tmvn,1,2023-01-18 18:47:18,Kak tolong dong ubah nmr saya yg lama
M.aditya Prayoga,1,2023-01-18 18:42:44,Draifer yg tidak ramah
Achmad Zainul Affandi,1,2023-01-18 18:38:28,Assu
Arman Pujiantoro,5,2023-01-18 18:35:29,Biasa aajah
Satria Motor,5,2023-01-18 18:31:51,Banyakin promoo plisss
Vet Media,1,2023-01-18 18:30:17,Kenapa kalau ngorder selalu dapat driver jauh. Bolak balik di batalin orderannya ampek hampir 2 jam.
Aghnia Ummay,1,2023-01-18 18:28:09,Slow respon/tombol support center tidak ada penarikan tertunda padahal lagi butuh duit !!!
Femila Sari,1,2023-01-18 18:22:44,Saldo saya hilang Rp.100.000 Pada saat saya tarik tunai ke ATM BCA kode transaksi menunggu dan saldo saya terpotong.tolong kembalikan uang saya.
Edy Lin Lin,5,2023-01-18 18:20:44,Good application
travelova. net,2,2023-01-18 18:08:33,Awalnya sering pake gojek tapi semakin tertinggal dari grebb. Kalah telak lebih murah grebb. Minimal ongkos sama ya balik ke gojek pastinya.
Aldi Naradika,1,2023-01-18 18:05:02,"Susah banget masuk nya.. padahal jadringan bagus.. pake wifi mau pake data sama aja.. muter"" aja"
Lea Casanova,5,2023-01-18 18:04:43,Cukup membantu
Bernadine Tyas,5,2023-01-18 18:01:15,great
aan andrik,2,2023-01-18 17:51:33,Setiap updet akun jadi gagu
Ifan Reyhan,5,2023-01-18 17:49:29,Top dan sip deh
Muhamad Waluya,5,2023-01-18 17:43:02,Ok
Arin Cetta,4,2023-01-18 17:42:51,Aplikasi nya sangat berguna
eful mscell,1,2023-01-18 17:30:58,Tes dulu soalnya apk ini bnyk yg komplen.
beny setyaningrum,5,2023-01-18 17:19:38,Banyak2in promonya dongs
Nanang Kosim,5,2023-01-18 17:18:12,Sip... terbaik
Rama Al Anshori,1,2023-01-18 17:12:59,"Saran aja cuy mending pke dana atau ovo,pake apk ini baperan gak salah apa²malah ke blok akun nya mna ada saldonya banyak lagi, mending pake apk sebelah yakan enak gk baperan ke apk gopay🗿"
Alifya Praba Maheswari,1,2023-01-18 17:02:02,gajelas
Rini Rini,1,2023-01-18 17:01:40,Tdk dpt d instal
Saputra Rewa,5,2023-01-18 16:46:25,Dapat membantu dalam kondisi apapun.
FF. ARII23,3,2023-01-18 16:39:02,"Dear Gojek,Kok Saya udah buka Rekening Jago Gopay coins nya ga masukk ya,,"
Afid Maulana,5,2023-01-18 16:36:12,mantap
Syamsul Bachri,1,2023-01-18 16:28:20,Pesanan saya kurang dan gojek gak ngasih solusi aplikasi penipu
Sumiyati Nok,1,2023-01-18 16:27:56,"Awalnya gw suka pake app ini, gw kecewa tambah kesini tambah mehong !!!!! Maap gw hapus app ini"
Sri Yatmi,5,2023-01-18 16:24:38,Bagus
Sufyan RaiRe,1,2023-01-18 16:23:28,"Sayang aplikasi bagus, tapi pelayanan gak bermutu. Customer menanyakan fitur Gopaylater yg dipake transaksi tgl 1 Januari 2023 kenapa ditagihkan tgl 2 Januari 2023 gak dijawab. Tinggal kasih penjelasan saja apa susahnya. Customer kan perlu tahu ketentuan yg mungkin diperbaharui. Akhirnya customer tetap jadi korban janji, dan akhirnya tetap bayar tagihan dulu, artinya gak ada guna paylater utk 30 hari setelah transaksi."
Dian Fikriah,5,2023-01-18 16:23:02,Membantu
windry 87,5,2023-01-18 16:22:50,Mantap lah
adnan 17.1 A,1,2023-01-18 16:22:42,"Parah ga bisa tf 5000 , pajak ga ramah bintang 1 Padahal aku mau depo"
Sarnadi Nadi,5,2023-01-18 16:21:55,Sangat
Iwan Joe,5,2023-01-18 16:19:07,Good
Queen Widya,5,2023-01-18 16:16:37,Gojek sangat aman
Muhammad aji Rama,1,2023-01-18 16:12:54,"Semenjak bergabung bersama Tokopedia (GO TO) biaya aplikasi sunggu naik tidak wajar , dan aplikasi untuk maps plis jangan dibenturkan dengan driver sudah tau kesalahan sistem aplikasi GOTO yang melewatkan jalan alternatif, yang dimana mobil ataupun motor tidak bisa masuk !!!"
Supriadi Supriadi,5,2023-01-18 16:08:47,"Aplikasi sudah ok, tp jangan bikin driver bingung dengan sistem yang berubah ubah"
Marberin Deta,5,2023-01-18 16:06:46,Perfectly
Wulan Widiyan,1,2023-01-18 16:05:39,Tidak bisa di buka
Moch 070809,5,2023-01-18 15:56:10,Ok
Khusnul Khotimah,5,2023-01-18 15:52:40,Bagus
Buce Lauri,5,2023-01-18 15:52:25,Good
3G Gaming,5,2023-01-18 15:52:00,Mantap banget
R_A_BETT winda suherman,5,2023-01-18 15:48:40,Berguna sih. Tapi kenapak paylater cicil nya ngga bisa di gunakan
Indah Indah,1,2023-01-18 15:44:09,"Kecewa sm blue bird di gocar, estimasi biaya 21-36ribu, pas sudah sampai rumah harganya 57.000. Gak jujur. Padahal alamat sesuai diaplikasi."
Darma Syahputra,5,2023-01-18 15:41:05,Ok
Pelepas_Kegabutan,5,2023-01-18 15:25:07,Mantabbb
Rian aja,5,2023-01-18 15:24:00,Jjk
Aang Gunawan,1,2023-01-18 15:17:16,"Coba diperbaiki ketika pesan dan order gocar selalu dapatnya yang jauh padahal di dekat bnyak driver gocar ,jadi terhambat waktu"
sulistyo utomo,1,2023-01-18 15:16:18,"Semakin mahal....saya kira pendapatan driver juga semakin naik ternyata masih sama aja seperti dulu,katanya driver terlalu banyak biaya siluman."
dle bey,1,2023-01-18 15:14:56,Banyak yg kasi bintang 1..tapi rating tidak turun... Hebat2 😎
