content,score
mantap,5
"Aplikasi Shopeepay ada tapi khusus Spx malah ga ada. Harus liat di web browser terkait lokasi SPX. Spx point parah jelek banget. Pilih agen spx kok jutek & minta bayaran 2000/paket. Padahal sdh kubayar paketnya. Cari agen lain kok susah. Ga ada titik di google map. Nomor hp ga ada. Pas kesana bingung jalan rumah agen yg sangat sempit. Bertanya ke orang sekitar kok gini. Ini orang Balikpapan ga ada yg ramah kah? Dikatain, matamu itu liat. Mana bisa gw terawang dari jauh. Masuk ke sudut tikus.",1
Mempermudah segalanya 👌,5
mantap,5
Limit saya tidak naik2,5
ok membantu,5
Bagus membantu,5
Sangat membantu,5
sangat simple dan praktis,5
Tes app,4
Bagus,5
Blm bisa cara pemakaiannya,5
Ok,5
"Jangan didownload, gratis unlimited nya kalau kamu tf banyak dulu🤣. Pake syarat ygy ga sembarang gratis, Pemaksaan pakai aplikasi ini dulu maksa pake spx serba maksa.",1
good,5
shopeey memg ok sya mrsa terbantu dengan da shopy ni,5
luar biasa,5
sangat bantu,5
"Mudah cuma masih belum bisa tranfer sesama e wallet seperti dana,ovo,gopay,link aja dll",5
Ok,5
bagus sekali,5
Kurang puas,2
Jelek GK bisa pijam dana,5
sangat baik,5
mantab,1
terbaik,5
ok,5
Mudah ..sangat membantu,5
Apk bagus sekali,5
MAntap lah,5
Bagus,5
Mantap,5
ok,4
Ok banget,5
love Shopeepay,5
Bagusnya,5
"app tolol, gak bisa log in",1
mantap,5
Adanya aplikasi ini jadi mudah,5
"Good,,, mantap",5
mantap sekali,5
susah bener aktifasi nya .. padahal gak pernah ceking BI ..,1
Mantab,5
Bagus,5
Ok,5
Sangat membantu 👍👍👍👍,5
okk,5
cepat dan mudah terimakasih shopeepay,5
bagus,5
top buat shoopy,5
Aplikasinya lengkap gratis biaya transfer semoga lebih aman dri pada dana,5
Sangat membantu dalam bertransaksi apa saja terutama di Shopee,5
Semua terbantu di mudahkan di sini,5
pokok nya klu sangkut saldo pulang kan cepat kukasi la bintang 5 nanti aman la👍,3
Mantaaaap,5
KACAU waktu itu TF dari shopepay k ATM suruh nggu 1X24 jam akhirny telat ...sekarang top up dari Alfa lama juga biasanya lancar kenapa yaa ini,3
praktis,5
mantap,3
Very useful application for financial needs,5
Siiip,5
Senang,3
Goood,5
Sangat mudah dan puas,5
Mantap,5
mudah untuk bertransaksi,5
"Mengapa pinjaman saya di tolak terus, padahal saya pelanggan shoppe",1
Simpel,5
top global👍 jauh lebih baik lagi di kembangkan,5
sangat membantu,5
Aplikasi yg komplit 👍,3
sangat mudah digunakan ringan juga,5
Mantap goof,5
Ok,5
Oke,5
Mempermudah kerja aplikasi scr langsung melalui aplikasi yg terpisah...good,5
"Biaya admin makan orang Masa token yg 20rb bayar 22,750 Hampir 3rb biaya admin, kita jual brp klo begitu.",1
Terimakasih ShopeePay sangat membantu,5
mantap,5
Berguna,5
lebih praktis,5
Bagus,5
Good,5
Mudah di pahami,5
APLIKASI PHP DARI TAHUN LALU SAMPAI SEKARANG S.PINJAM ATAU PPUN S.LATTER TIDAK BISA DI AKTIFASI SELALU BILANG COBA LG DI TANGGAL YG SUDAH TERTERA.,1
"Terjadi Kesalahan. Silahkan Coba Lagi. Ketika ingin tf saldo shooeepay ke akun DANA menggunakan QRIS QR Code, Bisa di jelaskan???",3
okey,5
Tlg aktifkn shopeepay saya ya,5
keren,5
suka🤩,5
bagus,5
Bintang 1 dulu cape ditolak terus padahal data komplit.. Tinggal liat hasil sp pinjam nya. Semoga gak ditolak juga.. Kalau ditolak. Cukup bintang 1,1
Sangat membantu,5
sangat membantu kk👍👍👍,5
Mantapp,5
Mantap & keren,5
Baik dan bisa membantu sekali,5
membatu melakukan transaksi,5
Senang,5
gampang buat transfer kemanapun tanpa batas dan gratis biaya admin . suka banget pake aplikasi ini,5
"Memang mantap nyimpan uang di shopeePay,aman dan mudah untuk transaksi",5
Bagus dan sangat membantu,5
sangat bermanfaat,5
Sangat disayangkan kebijakan SPylater. Akun di bekukan sampai 2 tahun,1
transfer unlimited semoga selamanya,5
bagus banget,5
Mempermudah transaksi,5
"Tolong di bantu kenapa akun spoeepay saya tidak bisa masuk, padahal no msh aktif. Ad Kode OTP unt masuk, setelahnya akun tidak di temukan, percuma top up,to tidak bisa login",5
ok mantap,5
ShopeePay banyak bonusnya,5
Sangat membantu,5
Katanya promo transfer gratis kalau download aplikasi ini taunya gada juga diskon nyaa bangke,1
Assalamualaikum bisa kita hapus data2 pribadi ku sama foto dan KTP soalnya sudah enggak saya butuhkan lagi... tolong ka kita hapuskan ka data2 ku,1
Mantaff,5
Banyak manfaatnya,5
Sukses terus shopeepay,5
Iy,5
praktis dan menguntungkan.,5
Keren banget,5
bagus,5
mantap,5
Terbantu,5
Baik sekali,3
Mau bayar ga bisa sangat tidak nyaman,1
Gak jelas tiba-tiba ada pembayaran bil ke play store tanggal 27 Mei 2024 pukul 22.54 padahal saya gak merasa melakukan pembayaran bil.,1
good👍,5
Jadi lah,4
Sangat membantu,5
Sudah,5
Bagus banget,5
Bagus,5
"Baru instal, semoga betul-betul bermanfaat🙏🙂",5
SIIP SAYA SENANG DI SETUJUI PINJAMAN SAYA SAMPAI 20 JUTA...MOGA BERKAH AMIN,5
Sangat berguna,5
Terlalu lama memproses pinjaman,1
bagus,5
semoga di acc,5
good,5
Ini mah ada adminnya 2500 kalo gratis ya tanpa admin 😂 gimana dah,1
semoga baik selalu,5
Alhamdulillah semoga berkah,5
Sukses sllu,4
Good,5
"Dear pengembang, Jadikan shopeepay menjadi bank digital nomor 1 dengan unlimited qris dan transfer",5
"Transfer nyangkut udah 2hari duitnya g masuk ke rekening tujuan, live chat cuman suruh tunggu dan tunggu... hati"" ya buat yg mw pake fitur transfer di shopepay...",1
Mau transfer sesama pengguna shopee butuh KTP mending pake aplikasi DANA,1
Wah apk membigungkn kta nga ada admin mau tf aja ada admin 2500 boog,1
Untuk shopepay..dan mas Ahmad yg melayani saya sangat ramah saya kasi bintang 5 buat shopepay dan mas Ahmad..lopyou mas Ahmad..saya di layani dengan sangat baik..,5
Lumayan,4
keren,5
Mntap,5
saya sudah benar benar memasukan data pribadi saya untuk mendaftar di Shopee playlater. saya harap berhasil,3
bolee,5
👍🏻,5
Ok dan bagus,5
👍,4
Oke nice,5
Mudah2n pinjaman aku di acc lewat shoopepay,5
TOP,5
good,5
Top,5
Alhamdulillah sangat membantu,5
sangat bagus,5
Mantap,5
Crot,5
Lemot,3
kerena,5
"mantap, proses cepat",5
okkk,5
"APLIKASI GOBLOG EMANG , MAU KIRIM PULSA BUAT ADIK DI KAMPUNG DI BILANG MENCURIGAKAN TOLOL EMANG !",1
sangat mudah,5
Membantu disaat butuh,5
Luar biasaaaa..!,5
Sangat membantu....,5
mantak joz shopee mkasih,5
mantap,5
😍😍😍😍,5
"Gak jelas...tolong hapus data saya,saya menyesal telah memberi data lengkap dan benar....HAPUS SEKARAMH JB",1
Spinjam sama spaylater di bekukan secara sepihak sudah 6 bulan dengan alasan internal padahal tidak pernah telat,1
Buruk,1
Purbalingga Jawa Tengah,5
Selalu yang terbaik,5
mantap,5
Aplikadi yg bermanfaat,1
Good,5
terima kasih fotoYu,5
tidak bisa melakukan pembayaran di shopee,1
Oke,5
Is the best,4
okok,4
mudah & cepat,5
Ok bener untuk mempermudah layanan transfer,5
good,5
mantap,5
bagus,5
Mempermudah transaksi sehari hari,5
Tolong data yg saya masukan tolong di hapus takut nanti ada yg dtang tagih,2
Baru nyoba,4
cepat,5
Good,5
Joss pokok e,5
bagus,5
good !,5
Nice,5
mantul,5
bagus,3
Makin mudah pake shopee👍👍,5
Lebih cepat,5
Mudah dan hemat,5
ok banget,5
"akun shoopee dibatasi tidak bisa transaksi audah buat laporan berkali kali Tetap gabisa, aneh tapi nyata, 😭😭😭😭",1
transaksi di shoppe pay lebih aman,5
Tolong di perketat lagi penjual yg mengatas nama kan bayar transfer jika barang yang di jual tidak ready jangan di pasang di Shopeepay.,1
Hey kou yg di sana. Ku kutuk kou jadi kaya,1
Bagus,5
good,5
"Bagus, aman di gunakan",5
saya mau hapus akun tp kok sulit amat ya ditolak mulu,1
keren,5
😍,5
sangat membantu aku 🤎🤎🤎🤎,5
Buruk,1
naise,5
layanan oke,5
Baru coba,4
"Sejauh ini, lumayan bagus",5
oke,5
Jos,5
nice,5
sangat bagus dan membantu,4
"Mantapz dech, TOP Markotop.",5
"semoga banyak promonya, mudah untuk transaksi",5
Masih bingung cara penggunaan nya,4
Ketipu dengan aplikasi ini katanya transfer gratis Setelah di coba kena admin juga🤣🤣🤣🤣,1
bagus,5
bagus,5
Memudahkan kami untuk belanja,5
mantap,5
"Optimasi buruk, saya tidak bisa membeli pulsa",1
cepat dan mudah,3
gk jls bayar selalu tepat waktu sekarang paylater mla dibekukak spinjam jg gk bisa diaktifkan parah,1
Semoga bermarfaat & membantu,5
aplikasi cepat no lemot lemot,5
mempermudah,5
Bagus,5
Baru coba,4
Mantap shoppeee maju terus pantang mundur,5
Aplikasi jelek,1
Keren,5
Promo user baru mantab,5
Membantu terimakasih...,5
sangat mebatu buat tranfer dan beli pulsa,5
good,5
Ribet dan lambat,1
Semoga bermanfaat lancar untuk usaha biar lancar dan sukses,5
"Kalo sudah punya apk sendiri yaitu ShopeePay, ngapain harus sambungkan Bank waktu daftar Affiliate Shopee, udah aja Tampungannya ShopeePay langsung. Pelit banget Komisinya makin kecil aja, udah gitu diharuskan pakai NPWP, mending dapetnya banyak .",4
Tidak d setujui spinjam nya,2
Saya coba hubungi cs ga bisa menyelesaikan masalah saya,1
Payah mau nambah rekening atau virtual acount mlh eror,3
"cepat,gartis admin, mantap",5
Mantap,5
Simple dan ga ribet,5
"Aplikasi sampah, pembayaran tidak jelas, limit kredit sudah didapat dan disetujui, giliran mau transaksi dibatalkan sepihak karena masalah internal. Benar benar sampah, jangan ada ygau download lagi",1
"Aplikasi sudah bagus Tapi saran saja, kalo bisa di tambah fitur buat isi saldo e-money atau uang elektronik juga, sama seperti yg ada di aplikasi shopee nya",5
ok,5
👍 mantap,5
Tolong tingkatkan keamanan,5
"Don't download, because every promo displaying isn't real in this app",1
ok,5
👍,5
Beli pulsa MAHALLL SEKALII,1
👌 🤡 OK! 🐛💤👚🐛 ⛽ 👉 ⚡👟      🎸    🌂    👢,5
sangat cepat,5
Saya suka,5
"Atas atensinya diucapkan,terimakadih",5
Ok,5
Sangat mantap. sukses buat shopee,5
mantapss,5
apk yang sangat menolong dan membantu ku:),5
mantap bosku,5
sangat membantu untuk membayar tiket kereta api,5
Mantap,5
Pokok y bintang 1 ACC GX ACC. Bintang 1 kecewa Ama apk ini serius,1
Permintaan pertemennan,1
Yah hakirnya di. ACC juga,5
Blm coba nanti klu udh oke baru di tambah,2
"Appnya emang bener "" ringan top banget 🥰🥰🥰",5
Keren,5
"mantab,,, naikin limit kredit spaylater, spinjam dan SeaBank pinjam saya",5
Ktnya dapat saldo kok udah didownload gada bosku,2
Semoga jaya selalu shopeey,5
"Tolong min data atas nama sya telah di gunakan ke orang lain,",1
Bagus,5
mantap aplikasi nya,5
Puas,5
aplikasi yang sangat membantu masyarakat,5
"Baru mau di coba bisqiuuu, moga lancar jaya...",4
lancar,5
Aplikasi yg bagus.,5
aplikasi tidak di izinkan untuk digunakan di dalam secure folder samsung,1
Mantap,5
Aplikasi yang Mantap 👍,5
akun gw di ban grgr pake promo doang,1
akun dibekukan tanpa ada kejelasan kapan dibukanya kembali saya sanggat menyesal,3
Bagus,5
mantap,5
Sangat membantu,5
Ok,5
Sepertinya asik juga dipakai untuk belanja banyak promo serta diskon,5
Sudah 2 tahun lebih Shopee pay later saya masih di bekukan dengan alesan gak jelas padahal dah sering belanja di shoepe tapi belom di bukak juga pembekuan nya kecewa banget dengan Shopee sekarang lelet mending pake aplikasi sebelah daripada pake Shopee tukang bohong padahal dha sering belanja tapi akun masih di bekukakn tagihan dah lunas masih di bekukakan tololl,1
MANTOP POKOK NYA,5
Makasih atas penolakannya !!!!,1
Pendaftaran KTP tidak ditemukan,2
Sangat bagus..,5
Aplikasi sangat bagus dan sangat mendukung,5
Sangat rekomended,5
Aga sedikit lelet doang,5
Oke,5
"simple,joss lah pokoknya,pertahankan",5
oke banget,5
"E commerce and easy pay handal sihh menurut aku. Apa2 jd gampang, lebih banyak fitur drpd m banking",5
Yes..tak no..yes..tak yess...,4
Sopee tidak bisa membantu konsumen yg membatalkan pesanan karna tidak ada respon dari penjual .perlu perbaikan management sopee,1
Alhamdulillah sy bisa masuk k apli ini trimakasih.semoga makanan atau brang apa yg sy inginkan selalu ada. 🙏😊👍,4
"Agak ga jelas c katanya unlimited dree tp, ttp kena 2500",1
Semoga saya nyaman belanyja di shpeepay,5
Sangat membantu sekali,5
sangat membantu dalam proses inih,4
Best,5
like,5
bagus,5
Alangkah baiknya shoope punya brangkas mesin ATM shoope sendiri seperti mesin ATM bank lainnya jadi untuk menarik uang tunai bisa melalui mesin milik shoope cukup dengan hp tinggal pencet uang keluar dari mesin anjungan dari pada ke minimarket tarik tunai ngantri lama,5
Mantap,5
lebih mudah ga harus buka apk Shopee,5
aman terpercaya,5
Sangat membantu dan mudah digunakan,5
Sangat membantu...,5
Ok,4
sangat mudah,5
Sudah hampir 1 tahun ngajuin spinjam nya ga pernah berhasil tapi spaylater nya di acc .,2
Sangat baik untuk berbisnis,5
Gak ada sangkut paut sama Shopee kok bermasalah,1
beli pulsa cepat. pembayaran mudah,5
apk mudah👍👍,5
good,5
anang menggunaknnya,5
Sangat membantu dan memudahkan transaksi,5
Barang pesanan sampai ketujuan,5
Sangat mudah untuk di pakai yaman,5
"Udah foto ktp udah mengisi semua formulir giliran verifikasi wajah doang dipersulit, bangkeee bgt ni aplikasi",1
Sangat membantu,5
Mntap,5
mantap,5
"alhamdulillah dengan ini kami bisa belanja dg mudah dan harga ringan terjangkau, trima kasih",5
Bisa hapus History pembayaran topup dong shoppe!!!!,5
"Buruk, pelanggan pada komplain masa scan QRIS dari shopee merchant gak bisa pakai paylater shopee, padahal itukan produk nya sendiri. Parah, pada kabur pelanggan kalo kayak gini.",1
Jelek,2
Saya sangat nyaman dan terbantu dengan. Shopee,5
wokyy,5
Luar Biasa,5
"Sayangnya saya sudah member gold,gak bisa paylater/Spinjam.",5
Terpercaya....,5
Kenapa di aplikasi shopee saya tidak muncul shopeeplayter dan sppinjam mohon bantuannya,5
Aplikasi buruk. mohon data saya di shooppy pinjam di jaga atas nama ZULFIKAR Hasibuan. Karena pengajuan saya gagal di jam 21.30 gagal. Mohon data saya di kpt jangan di salah gunakan.,1
Sangat bagus,5
Mantap 👍👍👍👍👍,5
menarik,5
oke,5
Good aplikasi,5
ok,5
bagus,1
Ok bgt,5
Good Lucky shopee Nice n amazing,5
bintang 4 dlu soalnya ad Kendala proses login yaitu. Tidak bisa memproses login Anda dan tidak bisa masuk/login,4
ok,5
Bagus.,5
Aplikasinya Mudah di gunakan dan sangat betmanfaat saat bertransaksi...,5
"Ga guna,,,buang kuota sama waktu,,,",1
gampang digunakan,5
mantul,5
Sangat membantu,5
The Best All shoope application,5
Aplikasinya lengkap mau bayar dan beli apa saja bisa ...,5
Ok,5
Juara,5
Ok,5
Ok,5
Good,4
Good job brothers,5
Oke 👍👍👍👍👍,5
good job,5
Mantap,5
mantap,5
bagus sekali,5
Sangat bagus dan mudah transaksi apapun 👍👍👍👍,5
sangat baik,5
Swngat membantu,4
bagus sangat,5
mantab,5
semua jd lbh mudah menggunakan shopee pay,5
ok,5
Biar bintang yang menjelaskan,5
Bermanfaat sekali bagi masyarakat,5
memudahkan,5
Saya sangat senang sekali,5
Pokok nya mantap,5
pay later emang ok,5
"banyak yg harus diperbaiki lagi ,,,",2
Saya sangat bertrimakasih ada'y shopeepay yang telah memberikan kemudahan tuk transaksi apa aja trimakasih shopee,5
Coba dulu,3
ganguan sitem terus,1
sanagat2 buruk playanan CS nya,1
"Kasih bintang 3 dulu,kalau sdh bisa pinjam di aplikasi ini baru kasih bintang 5.",3
Dijamin seneng gk sih??,5
ok,5
Bagus,5
mantaap,5
Makin mudah,5
saya bayar tepat waktu kenapa spaylatter nya tidak bisa di gunakan,3
Recommend bgt buat transfer tanpa minimal,5
Amanah,5
Ok,5
Mantappp,5
marketplace terbnyak promonya,5
mantap,5
"tiga bintang dulu y, belum tahu prosesnya",3
Isi pulsa aja lama GK mutu,1
Nice gd App,5
belanja jd lebih praktis..the best pokok nya,5
Good aplikasi recommended,5
"Seharusnya ada fitur transfer ke sesama e-wallet juga,sangat di sayangkan",3
Pengiriman barang update,4
Bagus puas banget makasih shopeepay sukses selalu ya amin,5
Dengarkan pendapat user dan kembangkan lagi.,5
👍,5
Aplikasi dompet digital yg bener bener mudah dipakai dalam semua transaksi,5
Ok,5
good,5
tanpa ribet looos,5
bagus dan mudah,5
Aplikasi sangat bagus untuk digunakan,5
good,5
😉,5
mantaaap 👍👍👍👍,5
Udh hampir 2 tahun akun dibekukan tanpa kejelasan kapan bisa dipakai. Padahal semua kewajiban sudah dilunasi,1
"Untuk aktifkan spinjam kok lama ya,1 hari full?",5
limit paylater kosong...,2
sangat memuaskan,5
Di bekukan gaseru!,1
Aljamdulillah allah humma sholli aala sayyidina muhammad waala ali sayyidina muhammad.....,5
Good apliktion.,5
shoope pay bayar QRIS,5
good,5
Tetap terbaik lah gak ada lawan....,5
bagus,5
Berhati² Tim shopee bantu tutup,5
sangat2 bgus,5
Proses nya cepat dan gampang... Smoga maju terus dan jaya,5
Ok,5
ok,5
😡😡😡,1
shoppeepay parah.tf bank lain 50rb aja gak masuk2 nunggu hari kerja.padahal ini lagi long weekend 4 hari.benerin lah,1
Sangat membantu,5
Good app!,5
Transfer nya bikin bete harus nunggu 1*24jam,3
mantap,5
Dompet digital yang simpel,5
"aplikasinya minta di update, tapi pas di tekan gk jalan updatetanya",3
Sangat baik,5
juuooossssssss gandooosssss bosssss,5
Mantab,5
Sopee pay sangat aman&nyaman untk belanja online,5
bagus,5
tidak punya tanggungan tp akun masih di batasi,1
Sangat Membantu,5
Pinjaman dana shopee,5
Sipp aplikasinya,5
sangat2 membantu semuah kebutuhan sy..terimakasih,5
"Shopeepay keren,baru ngerti mesti di Downlod ulang...",5
Bagusss banget,5
👍👍👍,5
Mantaps,5
"Saya mau lihat apakah benar bisa buat pinjaman uang, kalo ang bisa saya tambahin lagi bintangnya👍👍",3
Aplikasi bego. Transfer kaga masuk2 . Bukan ya di cancel malah suruh tunggu berhari2 .,1
aplikasi ini sangat membantu di saat sy kehabisan pulsa,5
Aplikasinya jelek . SPAYLATER 100K AJA DI NONAKTIFKAN,1
Bagus sekali,5
Oke,5
ok,5
cs ga bisa kasih solusi permasalahan,1
"Aplikasi shopeepay sangat membantu, caranya juga mudah, terimakasih shopee",5
"APLIKASI RUSAK, CS GA KOMPETEN. PERCUMA PERCAYA SHOPEE LAGI, CUKUP TAU KERJA SHOPEE EMG BOBROK. GAK BISA DI AJAK OMONG BAIK-BAIK, CM MODAL MUTER MUTER DOANG OMONGANNYA.",1
Aplikasi sangat bagus sangat rekomended,5
"Aplikasinya sangat lambat, dan ga ada bedanya déngan shopee. Di sarankan jangan unduh nih aplikasi, kalau ga mau ribét",1
Mantap,5
sangat membantu mempermudah untuk pembayaran,5
Sangat bagus dan bermanfaat,5
"mau beli paketan pake aplikasi byu ketika mo payment gabisa pake aplikasi shopeepay, harus pake aplikasi shopee belanja hadeh.. alhasil beli paketan harus topup dana dulu",2
Sangat membantu,5
Sangat membantu dengan adanya shopee,5
"𝑠𝑢𝑘𝑎, 𝑏𝑖𝑘𝑖𝑛 𝑏𝑙𝑛𝑗𝑎 𝑚𝑎𝑘𝑖𝑛 𝑚𝑢𝑑𝑎ℎ ♥️❤️♥️",5
Sangat membantu sekali dalam proses kebutuhan sehari-hari,5
Sangat membantu,5
mantap,5
"Aplikasinya ringan, tapi mohon di tambahkan fitur share bukti pembayaran atau bisa cetak struk transferannya kak! Terimakasih",5
oke banget,5
lumayan,4
Trimaksih telah membatu kami,5
mantaaabbb...,5
"Thanks ShopeePay, sangat memudahkan dan membantu saya dlm bertransaksi.. Semoga semakin sukses dan makin banyak promo2 menariknya ya..",5
Sabar menunggu,3
saya kasih bintang 3 dulu klou sukses pinjmn saya full bintang baru mencoba soalnya,3
Sangat bermanfaat,5
4 bintang 🌟🌟🌟🌟,4
Mmm ... boleh juga,5
Shoppy enak lebih murah banyak promo nya,5
sangat sangat mudah dan cepat,5
keren dpt coin 3k ... Alhamdulillah,5
mantap,5
aku suka shoopee pay keren banget trim,5
Sae sat-set tanpa ribet,5
Mantap,5
Fitur yang sayang bagus,5
Bisa ngebantu keuangan?,5
bagus,5
sempurna,5
respon cepat,5
Bagus,5
Aplikasi Hebat,5
Semoga bisa,4
ya iy y,5
Pendaftaran susah Meminjam gak jelas kata limit 12 juta Awak isi data diri Mau meminjam untuk buka usaha Kok gak keluar hadeh Aplikasi pembohong Kok ang gak bisa meminjam jangan di bikin aplikasi gaya gini jd kecewa 😌,1
anjay mabar selebaew bisa isi kuota gak tuh,5
Sangat membantu sekali Terimakasih shopeePay,5
Aplikasi bagus sangat membantu. Tapi kenapa akun saya di tangguhkan terus,5
Good,5
ok,3
terimakasih,4
sangat mudah dan terbantu untuk berteransaksi berkat adanya aplikasi ini,5
Ok,5
bagus,5
mantap,5
shopeepay gak bisa ngajuin spaylater knapa ini.. padahal saya pengguna lama,1
Baik,5
Aplikasinya bagus dan sangat bermanfaat,5
Shopeepay memang ok,5
Good,5
sangat membantu,5
Mudah,5
Saya sangat suka dengan aplikasi ini,5
Kasih bintang 3 dulu karena shopee pay susah dapat limit nya,3
Serba mudah .cepat. tf ke semua bank gratis .credible,5
bagus sekali,5
good,5
"Apk ini sgt mmbntu di saat kita gi butuh brg, dan di saat tdk ada budget kring. Apk ini kita gunakn ntk mmbyr dlu byr bln dpn",5
nyaman digunakan dan tentunya cepat dalam bertransaksi,5
bagus dan ga ribet,5
sippp,5
Good Job,5
Bagus belanja apa aja skrng mudah dan semua ada di sini,5
👍,5
b5 dpt 10k koin soalnya.. 😅,5
Baguss,5
good jopp,5
Top keren,5
Banyak pilihan,5
Saya senang sekali adanya shopee Krn mudah tuk segala hal,5
Mantap,5
Ok,5
sangat membantu,5
"Kurang komplit,,fitur pulsa dan tagihan kenapa layanan ke SAMSAT nya gak ada..sedangkan di shopee ada",3
"ngisi saldo bisa, eh pas mau di pake gak bisa akun di batasi parah",1
Bisa belanja bayar nanti,5
kereenz,5
Ok,5
mantap,4
Baguss,5
berikanlah kepuasan dalam menggunakan aplikasi ini,5
terimakasih telah memudahkan dlm bertransaksi,5
mantap shopeepay,5
memudahkan berbelanja,5
Oke,5
Ok,5
Sangat membatu,5
mantep,5
membantu,5
sangat mudah bertransaksi apapun,5
"NGAJUIN DARI JAMAN PURBA GAK PERNAH DI SETUJUIN KALO EMANG GAK BISA BILANG AJA BIAR AKU GAK BERHARAP NUNGGU TANGGAL"" BERIKUTNYA DAFTAR BERAPA KALIPUN DI TOLAK KALO AKU GAK BUTUH BENER"" GAK MUNGKIN DAFTAR TERUS""AN HASILNYA TETEP SAMA DI TOLAK MULU",1
Baik,5
ok,5
Mantap,5
Namo,5
"Sangat Akurat, bermanfaat,pantastis, mantaap...",4
Mantap,5
"Tidak bisa di instal. Device Pixel 5, Android 14",3
"Shopeepayy emang thebest, saya sangat suka apk ini,,👍👍",5
Mantap,5
"permisi admin, disini saya sudah mengajukan spaylater kami, cuma limit kadaluarsa dan coba lagi tanggal 20 Juni ??? cuma di spaylaternya tertera angka nominal limit tersedia 50.000 itu karna kelamaan tidak saya daftarkan.. sekarang saya sudah daftarkan tidak bisa disuruh ajukan kembali .... SAYA MINTA TOLONG JIKA BERKENAN MAKA LIMIT YANG SAYA AJUKAN DI ACC ... MAKASIH",3
Membantu,5
Muda2han bisa lagi di kasih limit dr shopepay,5
Ok,5
Bagus banget deeh..👍👍,5
Buruk.mASA paylatr g bisa am.spinjm,1
Sangat membantu,5
Ok,5
Pengajuan pinjaman selalu di tolak,1
Sangat mudah,5
Hapus data saya atas nama romansyah terima kasih,1
Oke,5
Keren Sekali Cepat,5
mantap,5
ok punya,5
mantab. belanja makin mudah dengan shoppe pay / paylater,5
Terbaik 👍,5
Kenapa saya tidak bisa pijm,2
tidak dapat diupdate,2
Kerennnn,5
data sudah di verifikasi..tidak di acc..saya langsung hapus aplikasi..jangan disalahgunakan data data saya..,1
Sangat berguna.,5
sangat bagus dan membantu,5
good 👍,5
cepat dan mudah bertransaksi,5
Pemula mau coba dulu,5
bagus,5
"Sophee keren banget, cocok untuk kita yang lagi malas belanja di luar, dengan sophee semua lebih mudah.",5
Good,5
sangat mudah dan cepat,5
jos,5
baguss,5
"Sulit verifikasi data, akun saya sdh terdaftar di akun Shopie lain, la dana wes masuk GK dipakai belanja deh , nyesel download aplikasi Shopie pay ini bikin ribet",1
"Masih kendala ketika melakukan payment melalui aplikasi lain, masih direct ke aplikasi shopee, bukan ke shopeepay ini. Padahal kan kalau ke direct ke aplikasi ini akan lebih baik",4
Bagus sekali,5
aplikasi shopee banyak manfaat untuk keperluan mendadak dan banyak beragam item yang kita butuhkan...semoga shopee lebih maju dan sukses,5
Good,4
Beli tanggal 10 mei tagihan bayar 25 mei katanya spleternya beli sekaraang bayar bulan depan kapok pake shopee sama shopee pay,1
mantap,5
Baik,1
mantap,5
Tolong tambahkan fitur scan KTP Digital biar lebih jelas,4
"enak makenya cepat,gampang",5
Saya sangat suka shopee,5
Membantu sekali,5
Cashback 2000 setelah pesanan berhasil 🤣 HOAX ternyata,1
"Bagus, mempermudah urusan",5
Bagus,5
Ok mudah pakek aplikasi ini,5
𝕤𝕒𝕟𝕘𝕒𝕥 𝕞𝕨𝕞𝕓𝕒𝕟𝕥𝕦 𝕕𝕝𝕞 𝕓𝕖𝕣𝕓𝕖𝕝𝕒𝕟𝕛𝕒 𝕤𝕖𝕔𝕒𝕣𝕒 𝕠𝕟𝕝𝕚𝕟𝕖. 𝔸𝕡𝕝𝕚𝕜𝕒𝕤𝕚𝕫 𝕤𝕦𝕡𝕨𝕣 𝕥𝕠𝕠 𝕥𝕕𝕜 𝕣𝕚𝕓𝕖𝕥......,5
Semoga kami dpat pinjamannya,5
Ok,5
mantap dan mendapatkan koin kembali seperti yg pernah diterapkan shope dahulu setiap pembayaran tagihan kita dapat koin,5
Puas pakai shopeepay,5
Coba diu,4
mudah di pahami dan mudah cair,5
sangat Bermanfaat dan berguna,5
Semua bagus!,5
Sangat penting,5
tolol,1
mantap Shopee pay.gk kalah semua aplikasi sebelah.,5
Semoga bermanfaat,5
terbaik,5
"transaksi saya batalkan karena loading melulu, ga beres beres, tapi koin shoppe saya terpotong, edan, pengen chat shoppepay, tambah edan, susah banget masuknya, kaya disengaja untuk susah komplain. ga cocok buat sinyal yg lagi jelek, jangan transaksi apapun guys, ini APK jelek",1
good,5
aplikasi busuk .masa gk bisa beli plsa,2
"keren ,mudah dan cepat transaksi nya",5
Oke,5
repot,1
"sizenya tolong dikecilkan dev, dan tolong tambahkan mode gelap, karena saya pribadi perlu mode gelap yg sangat membutuhkan",5
cepat prosesnya mantafff,5
top,5
Tadi dah beli lewat saldo sdh berhasil tp tiba2 msk di paylater dan suruh bayar. jadi uang saya di Shopee 26.000 malah hilang,2
Ok,5
belanja apapun sangat mudah dngn shopeepay aplikasi yg sangat membantu,4
Ok,5
"Sangat disayangkan shopeepay tidak ada fitur transfer e-wallet gopay, semoga kedepan ada fitur ini agar transfer ke e-wallet tanpa hambatan :)",3
keren,5
Cukup puas dengan aplikasi ini,5
Mantap,5
"Saya pakai aplikasi ini, Alhamdulillah belum ada kendala sampai saat ini",5
